"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Potresti aiutarmi con questi esercizi di matematica?","___ aiutarmi con questi esercizi di matematica?","Could you help me with these math exercises?","","","Puoi","Potevi","Potresti","Potrai","C","A2","Condizionale Presente","The conditional 'potresti' (could you) is used for polite requests, more courteous than the indicative 'puoi' (can you).","https://www.lawlessitalian.com/grammar/conditional"
"C'è qualcosa di importante da discutere oggi.","C'è ___ di importante da discutere oggi.","There is something important to discuss today.","","","niente","qualcosa","tutto","nessuno","B","A2","Aggettivi e Pronomi Indefiniti","'Qualcosa' means 'something' and is used to refer to an unspecified thing or matter.","https://www.lawlessitalian.com/grammar/indefinite-pronouns"
"Dottor Bianchi, mi ascolti attentamente per favore.","Dottor Bianchi, mi ___ attentamente per favore.","Doctor Bianchi, listen to me carefully please.","formal","","ascolta","ascolti","ascoltate","ascoltano","B","A2","Imperativo Formale","The formal imperative (Lei form) of 'ascoltare' is 'ascolti'. Used when addressing someone formally like a doctor.","https://www.lawlessitalian.com/grammar/imperative"
"I nostri vicini di casa sono molto gentili e disponibili.","I nostri vicini di casa ___ molto gentili e disponibili.","Our neighbors are very kind and helpful.","","","è","sono","hanno","fanno","B","A2","Verbo Essere e Presente Indicativo","The verb 'essere' agrees with the subject. 'I nostri vicini' (our neighbors) requires third person plural 'sono'.","https://www.lawlessitalian.com/grammar/essere"
"Gli studenti stanno scrivendo un tema molto importante.","Gli studenti ___ scrivendo un tema molto importante.","The students are writing a very important essay.","","","sono","hanno","stanno","vanno","C","A2","Stare + Gerundio","The present progressive uses 'stare' + gerund. Third person plural of 'stare' is 'stanno'.","https://www.lawlessitalian.com/grammar/present-progressive"
"Marco ha comprato i fiori e glieli ha portati subito.","Marco ha comprato i fiori e ___ ha portati subito.","Marco bought the flowers and brought them to her right away.","","","li","le","glieli","glielo","C","A2","Pronomi Combinati","'Glieli' combines 'gli/le' (to him/her) + 'li' (them, masculine plural). The indirect pronoun becomes 'glie-' before direct pronouns.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"I libri che mi hai prestato sono molto interessanti.","I libri ___ mi hai prestato sono molto interessanti.","The books that you lent me are very interesting.","","","cui","che","quale","chi","B","A2","Pronomi Relativi","'Che' is the most common relative pronoun, used as subject or direct object. Here it refers to 'i libri' as direct object.","https://www.lawlessitalian.com/grammar/relative-pronouns"
"Puoi comprare il pane? Te lo chiedo per favore.","Puoi comprare il pane? ___ chiedo per favore.","Can you buy bread? I'm asking you please.","","","Ti lo","Te lo","Te la","Ti la","B","A2","Pronomi Combinati","'Te lo' combines 'ti' (to you) + 'lo' (it, referring to asking/favor). The indirect pronoun 'ti' becomes 'te' before direct pronouns.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Sto guardando la televisione in questo momento.","Sto ___ la televisione in questo momento.","I am watching television right now.","","","guardando","guardare","guardo","guardavo","A","A2","Stare + Gerundio","The present progressive 'stare + gerundio' requires the gerund form 'guardando' after 'sto'.","https://www.lawlessitalian.com/grammar/present-progressive"
"I bambini stanno giocando nel parco.","I bambini ___ giocando nel parco.","The children are playing in the park.","","","sono","stanno","hanno","vanno","B","A2","Stare + Gerundio","For present progressive with plural subjects, use 'stanno' + gerund.","https://www.lawlessitalian.com/grammar/present-progressive"
"Si vendono appartamenti in centro città.","___ vendono appartamenti in centro città.","Apartments are sold in the city center.","","","Si","Ci","Li","Ne","A","A2","Si Impersonale","With plural nouns, the impersonal 'si' takes the plural verb form to agree with the noun.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Potresti aiutarmi con i compiti?","___ aiutarmi con i compiti?","Could you help me with homework?","","","Puoi","Potevi","Potrai","Potresti","D","A2","Condizionale Presente","The conditional 'potresti' expresses a polite request, making it softer than the indicative 'puoi'.","https://www.lawlessitalian.com/grammar/conditional-mood"
"Signora, venga qui, per cortesia.","Signora, ___ qui, per cortesia.","Madam, come here, please.","formal","","vieni","venite","venga","vengo","C","A2","Imperativo Formale","The formal imperative uses the third person singular subjunctive form 'venga' for the Lei form.","https://www.lawlessitalian.com/grammar/imperative-mood"
"Dottore, non si preoccupi per questo.","Dottore, non si ___ per questo.","Doctor, don't worry about this.","formal","","preoccupa","preoccupi","preoccupare","preoccupava","B","A2","Imperativo Formale","The negative formal imperative uses 'non' + reflexive pronoun + subjunctive form 'preoccupi'.","https://www.lawlessitalian.com/grammar/imperative-mood"
"In Italia si beve molto caffè.","In Italia si ___ molto caffè.","In Italy, one drinks a lot of coffee.","","","beve","bevono","beviamo","bevi","A","A2","Si Impersonale","Si impersonale with singular objects or mass nouns uses third person singular. 'Caffè' is singular/uncountable.","https://www.lawlessitalian.com/si-impersonale/"
"Si dice che questo ristorante sia ottimo.","Si ___ che questo ristorante sia ottimo.","It is said that this restaurant is excellent.","","","dice","dicono","dite","diciamo","A","A2","Si Impersonale","Common impersonal expressions like 'si dice' (it is said) always use third person singular.","https://www.lawlessitalian.com/si-impersonale/"
"Dove si comprano i biglietti del tram?","Dove si ___ i biglietti del tram?","Where does one buy tram tickets?","","","comprano","compra","comprate","compriamo","A","A2","Si Impersonale","Si impersonale with plural direct objects ('i biglietti') requires plural verb form.","https://www.lawlessitalian.com/si-impersonale/"
"Stanno arrivando i nostri amici.","___ arrivando i nostri amici.","Our friends are arriving.","","","Stanno","Sono","Hanno","Vanno","A","A2","Stare + Gerundio","Present progressive uses 'stare' + gerund. Third person plural subject requires 'stanno'.","https://www.lawlessitalian.com/stare-gerundio/"
"Che cosa stavi facendo quando ti ho chiamato?","Che cosa ___ facendo quando ti ho chiamato?","What were you doing when I called you?","","","stavi","eri","avevi","facevi","A","A2","Stare + Gerundio","Past progressive uses imperfect of 'stare' + gerund. Second person singular is 'stavi'.","https://www.lawlessitalian.com/stare-gerundio/"
"Tu sei sempre molto gentile con tutti.","Tu ___ sempre molto gentile con tutti.","You are always very kind to everyone.","","","sei","è","siete","sono","A","A2","Verbo Essere e Presente Indicativo","'Essere' conjugates as 'sei' for second person singular 'tu'.","https://www.lawlessitalian.com/essere-conjugation/"
"Potresti aiutarmi con questo esercizio?","___ aiutarmi con questo esercizio?","Could you help me with this exercise?","","","Potresti","Puoi","Potevi","Potrai","A","A2","Condizionale Presente","Conditional 'potresti' is more polite than indicative 'puoi' for requests.","https://www.lawlessitalian.com/condizionale-presente/"
"Ci vuole pazienza per imparare una lingua.","Ci ___ pazienza per imparare una lingua.","It takes patience to learn a language.","","","vuole","vogliono","mette","mettono","A","A2","Volerci vs. Metterci","Volerci (impersonal) with singular noun 'pazienza' uses 'ci vuole'.","https://www.lawlessitalian.com/volerci-metterci/"
"Write: I would like a coffee, please.","Write: I would like a coffee, please.","I would like a coffee, please.","","Vorrei un caffè, per piacere;Vorrei un caffè, per cortesia","Vorrei un caffè, per favore.","Voglio un caffè, per favore.","Volevo un caffè, per favore.","Vorrò un caffè, per favore.","A","A2","Pronomi Combinati","Use conditional 'vorrei' for polite requests. 'Per favore' is the standard way to say 'please'.","https://www.lawlessitalian.com/condizionale-presente/"
"Ci vogliono trenta minuti per andare dall'aeroporto alla stazione.","___ trenta minuti per andare dall'aeroporto alla stazione.","It takes thirty minutes to get from the airport to the station.","","","Ci metto","Ci vuole","Ci vogliono","Ci mettiamo","C","A2","Volerci vs. Metterci","The impersonal verb 'volerci' (to take time) is used to express the time or things that are needed. It agrees with the plural subject, 'trenta minuti' (thirty minutes), so the correct form is 'ci vogliono'.","https://www.lawlessitalian.com/grammar/verbs/volerci-metterci/"
"Che cosa stai guardando in TV?","Che cosa ___ guardando in TV?","What are you watching on TV?","","","state","stai","stiamo","sta","B","A2","Stare + Gerundio","The present progressive in Italian is formed with the verb 'stare' followed by a gerund. The subject 'you' (tu) requires the second person singular form of 'stare', which is 'stai'.","https://www.lawlessitalian.com/grammar/verbs/stare-plus-gerund/"
"I turisti stanno facendo molte foto in centro.","I turisti ___ facendo molte foto in centro.","The tourists are taking a lot of photos downtown.","","","stanno","stiamo","state","sta","A","A2","Stare + Gerundio","The present progressive is formed with 'stare' + gerund. The subject 'I turisti' (the tourists) is third person plural, so the verb 'stare' must be conjugated as 'stanno'.","https://www.lawlessitalian.com/grammar/verbs/stare-plus-gerund/"
"In Italia si mangia la pasta quasi ogni giorno.","In Italia ___ mangia la pasta quasi ogni giorno.","In Italy, one eats pasta almost every day.","","","la","ci","ne","si","D","A2","Si Impersonale","The impersonal 'si' is used to talk about things in a general way, often translated as 'one,' 'people,' or 'you.' The verb is always in the third-person singular, regardless of the subject.","https://www.lawlessitalian.com/grammar/impersonal-si/"
"Gli ho dato i libri che mi hai chiesto.","Gli ho dato i libri ___ mi hai chiesto.","I gave him the books that you asked me for.","","","cui","quale","chi","che","D","A2","Pronomi Relativi","The relative pronoun 'che' is used to refer to a person or thing that is the subject or direct object of the relative clause. 'I libri' (the books) is the direct object, so 'che' is the correct pronoun.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Non c'è nessuno a casa.","Non c'è ___ a casa.","There is no one at home.","","","qualcosa","qualcuno","niente","nessuno","D","A2","Aggettivi e Pronomi Indefiniti","In Italian, double negatives are common. 'Non' is the first negative marker and 'nessuno' (no one) is the second. 'Nessuno' functions as an indefinite pronoun and correctly completes the negative statement.","https://www.lawlessitalian.com/grammar/indefinite-adjectives-and-pronouns/"
"Ti porto un po' di pane, vuoi?","Ti porto un po' ___ pane, vuoi?","I'll bring you some bread, do you want some?","","","di","a","su","per","A","A2","Preposizioni Semplici","The expression 'un po' ' is followed by the preposition 'di' to indicate an unspecified quantity of a noun, as in 'un po' di pane' (a little bit of bread).","https://www.lawlessitalian.com/grammar/prepositions/simple-prepositions/"
"Marco non capisce e non glielo spiego più.","Marco non capisce e non ___ spiego più.","Marco doesn't understand and I won't explain it to him anymore.","","","me lo","te lo","glielo","ce lo","C","A2","Pronomi Combinati","This sentence uses a combined pronoun, where 'gli' means 'to him' and 'lo' means 'it.' The combination 'gli + lo' becomes 'glielo,' which correctly translates 'I won't explain it to him.'","https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns/"
"Il mio libro preferito si trova su quella mensola.","Il mio libro preferito si trova ___ quella mensola.","My favorite book is on that shelf.","","","in","su","per","tra","B","A2","Preposizioni Semplici","The preposition 'su' means 'on' and indicates position on top of a surface. 'Su quella mensola' means 'on that shelf'.","https://www.lawlessitalian.com/grammar/prepositions"
"Lavoro in questa azienda da cinque anni.","Lavoro in questa azienda ___ cinque anni.","I've been working in this company for five years.","","","per","da","in","con","B","A2","Preposizioni Semplici","The preposition 'da' indicates duration from a starting point to now. 'Da cinque anni' means 'for five years' (continuing action).","https://www.lawlessitalian.com/grammar/prepositions"
"Mia figlia è una brava studentessa di liceo.","Mia figlia ___ una brava studentessa di liceo.","My daughter is a good high school student.","","","è","sono","ha","fa","A","A2","Verbo Essere e Presente Indicativo","The verb 'essere' is used to describe what someone is. Third person singular form is 'è'.","https://www.lawlessitalian.com/grammar/essere"
"I tuoi cugini vengono sempre a trovarci d'estate.","I tuoi cugini ___ sempre a trovarci d'estate.","Your cousins always come to visit us in summer.","","","viene","vengono","vengo","veniamo","B","A2","Verbo Essere e Presente Indicativo","The irregular verb 'venire' (to come): third person plural form is 'vengono'. Agreement with 'i tuoi cugini' (your cousins).","https://www.lawlessitalian.com/grammar/present-tense"
"In biblioteca c'è tutto quello che serve per studiare.","In biblioteca c'è ___ quello che serve per studiare.","In the library there is everything needed to study.","","","qualche","alcuni","tutto","niente","C","A2","Aggettivi e Pronomi Indefiniti","'Tutto' means 'everything' or 'all'. It expresses totality and completeness.","https://www.lawlessitalian.com/grammar/indefinite-adjectives"
"La scorsa settimana sono andato dal dentista.","La scorsa settimana ___ andato dal dentista.","Last week I went to the dentist.","motion verb","","andavo","sono","ho","stavo","B","A2","Imperfetto vs. Passato Prossimo","The compound past uses 'essere' with motion verbs like 'andare'. 'La scorsa settimana' indicates a specific completed time period.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"L'amico a cui ho telefonato vive a Roma.","L'amico a ___ ho telefonato vive a Roma.","The friend I called lives in Rome.","","","che","cui","quale","chi","B","A2","Pronomi Relativi","'Cui' is used after prepositions. 'A cui' means 'to whom' - the friend to whom I telephoned.","https://www.lawlessitalian.com/grammar/relative-pronouns"
"Signora Martini, mi porti i documenti quando è pronta.","Signora Martini, mi ___ i documenti quando è pronta.","Mrs. Martini, bring me the documents when you're ready.","formal","","porta","porti","portate","portano","B","A2","Imperativo Formale","The formal imperative (Lei form) of 'portare' is 'porti'. Used when addressing someone formally.","https://www.lawlessitalian.com/grammar/imperative"
"Abito in una casa con giardino da tre anni.","Abito in una casa ___ giardino da tre anni.","I have been living in a house with a garden for three years.","","","di","con","per","su","B","A2","Preposizioni Semplici","The preposition 'con' means 'with' and is used to indicate accompaniment or possession of something.","https://www.lawlessitalian.com/grammar/prepositions"
"Il libro che ho comprato è molto interessante.","Il libro ___ ho comprato è molto interessante.","The book that I bought is very interesting.","","","cui","quale","che","chi","C","A2","Pronomi Relativi","The relative pronoun 'che' (that/which/who) is used as a subject or direct object in relative clauses.","https://www.lawlessitalian.com/grammar/relative-pronouns"
"L'uomo di cui ti ho parlato è mio zio.","L'uomo di ___ ti ho parlato è mio zio.","The man I told you about is my uncle.","","","che","cui","quale","chi","B","A2","Pronomi Relativi","The relative pronoun 'cui' is used after prepositions to mean 'whom' or 'which'.","https://www.lawlessitalian.com/grammar/relative-pronouns"
"Per arrivare all'aeroporto ci vogliono due ore.","Per arrivare all'aeroporto ___ vogliono due ore.","It takes two hours to get to the airport.","","","mi","ti","ci","si","C","A2","Volerci vs. Metterci","Volerci is impersonal and expresses the time or resources needed for something to happen.","https://www.lawlessitalian.com/grammar/volerci-metterci"
"Io ci metto mezz'ora per preparare la cena.","Io ___ metto mezz'ora per preparare la cena.","It takes me half an hour to prepare dinner.","","","mi","ci","ti","si","B","A2","Volerci vs. Metterci","Metterci is personal and expresses the time someone takes to do something. With 'io' we use 'ci metto'.","https://www.lawlessitalian.com/grammar/volerci-metterci"
"Dottore, non si alzi, rimanga seduto.","Dottore, non si alzi, ___ seduto.","Doctor, don't get up, stay seated.","formal","","resta","rimanga","rimanete","rimani","B","A2","Imperativo Formale","The formal imperative Lei form uses the third person singular subjunctive 'rimanga'.","https://www.lawlessitalian.com/grammar/imperative-mood"
"Ogni studente deve portare i propri libri.","___ studente deve portare i propri libri.","Every student must bring their own books.","","","Qualche","Alcuni","Ogni","Tutto","C","A2","Aggettivi e Pronomi Indefiniti","The indefinite adjective 'ogni' means 'every' and is invariable, always followed by a singular noun.","https://www.lawlessitalian.com/grammar/indefinite-adjectives"
"Ti ho comprato il regalo, te lo darò domani.","Ti ho comprato il regalo, ___ lo darò domani.","I bought you the gift, I'll give it to you tomorrow.","","","me","te","se","ce","B","A2","Pronomi Combinati","The combined pronoun 'te lo' combines the indirect pronoun 'ti' (to you) with the direct pronoun 'lo' (it).","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Mia madre mi ha fatto una torta e me l'ha portata oggi.","Mia madre mi ha fatto una torta e ___ l'ha portata oggi.","My mother made me a cake and brought it to me today.","","","te","ce","me","se","C","A2","Pronomi Combinati","The combined pronoun 'me l'' combines the indirect pronoun 'mi' (to me) with the direct pronoun 'la' (it), becoming 'me l'' with elision before vowels.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Signora, aspetti un momento, per favore!","Signora, ___ un momento, per favore!","Madam, wait a moment, please!","formal","","aspetti","aspetta","aspettate","aspettare","A","A2","Imperativo Formale","Formal imperative (Lei) uses the present subjunctive form. For -are verbs, this ends in -i (aspetti).","https://www.lawlessitalian.com/imperativo-formale/"
"Dottore, non si preoccupi per il ritardo!","Dottore, non si ___ per il ritardo!","Doctor, don't worry about the delay!","formal","","preoccupi","preoccupa","preoccupate","preoccupare","A","A2","Imperativo Formale","Negative formal imperative uses 'non' + subjunctive. Reflexive pronoun 'si' stays before the verb.","https://www.lawlessitalian.com/imperativo-formale/"
"Mi piacerebbe visitare il Giappone un giorno.","Mi ___ visitare il Giappone un giorno.","I would like to visit Japan one day.","","","piacerebbe","piace","piaceva","piacerà","A","A2","Condizionale Presente","Conditional of 'piacere' expresses wishes and desires. Third person singular 'piacerebbe' with infinitive.","https://www.lawlessitalian.com/condizionale-presente/"
"Sarebbe meglio partire presto domani mattina.","___ meglio partire presto domani mattina.","It would be better to leave early tomorrow morning.","","","Sarebbe","È","Era","Sarà","A","A2","Condizionale Presente","Conditional 'sarebbe' softens suggestions and makes them more polite than indicative 'è'.","https://www.lawlessitalian.com/condizionale-presente/"
"In questa libreria si parlano diverse lingue.","In questa libreria si ___ diverse lingue.","In this bookstore, several languages are spoken.","","","parlano","parla","parlate","parliamo","A","A2","Si Impersonale","Si impersonale with plural object 'diverse lingue' requires plural verb form 'parlano'.","https://www.lawlessitalian.com/si-impersonale/"
"Quanto ci metti per fare la spesa?","Quanto ci ___ per fare la spesa?","How long do you take to do the shopping?","","","metti","vuole","mette","vogliono","A","A2","Volerci vs. Metterci","Metterci is personal and conjugates with the subject. Second person singular is 'metti'.","https://www.lawlessitalian.com/volerci-metterci/"
"Per finire questo lavoro ci vogliono almeno due giorni.","Per finire questo lavoro ci ___ almeno due giorni.","To finish this job, at least two days are needed.","","","vogliono","vuole","mettono","mette","A","A2","Volerci vs. Metterci","Volerci (impersonal) with plural 'due giorni' uses 'ci vogliono'.","https://www.lawlessitalian.com/volerci-metterci/"
"Penso sempre a te quando ascolto questa canzone.","Penso sempre ___ te quando ascolto questa canzone.","I always think of you when I listen to this song.","","","a","di","per","con","A","A2","Preposizioni Semplici","The verb 'pensare' requires the preposition 'a' when meaning 'to think of/about someone'.","https://www.lawlessitalian.com/pensare-a-di/"
"I ragazzi stanno giocando a calcio nel parco.","I ragazzi ___ giocando a calcio nel parco.","The boys are playing soccer in the park.","","","stanno","sono","hanno","vanno","A","A2","Stare + Gerundio","Present progressive uses 'stare' + gerund. Third person plural is 'stanno'.","https://www.lawlessitalian.com/stare-gerundio/"
"Signora, ascolti attentamente le istruzioni, per favore.","Signora, ___ attentamente le istruzioni, per favore.","Ma'am, listen carefully to the instructions, please.","formal","","ascolti","ascolta","ascoltate","ascoltiamo","A","A2","Imperativo Formale","The formal imperative (Lei form) for regular -are verbs is formed by taking the stem and adding '-i'. Since the sentence addresses 'Signora', the formal command is required.","https://www.lawlessitalian.com/grammar/imperative-mood/formal-imperative/"
"Vorrei un biglietto di andata e ritorno per Milano, grazie.","___ un biglietto di andata e ritorno per Milano, grazie.","I would like a round-trip ticket to Milan, thank you.","","","Voglio","Volevo","Vorrei","Vorrò","C","A2","Condizionale Presente","The present conditional 'vorrei' (I would like) is the polite way to ask for something, such as when buying a ticket or ordering food.","https://www.lawlessitalian.com/grammar/verbs/conditional-mood/"
"In Italia si mangia la pasta quasi tutti i giorni.","In Italia ___ la pasta quasi tutti i giorni.","In Italy, one eats pasta almost every day.","","","si mangiano","si mangia","mangiamo","mangiano","B","A2","Si Impersonale","The impersonal 'si' is used for general statements. When the direct object ('la pasta') is singular, the verb is conjugated in the third-person singular.","https://www.lawlessitalian.com/grammar/subject-pronouns/impersonal-pronoun/"
"Per andare da Roma a Firenze in treno ci vuole circa un'ora e mezza.","Per andare da Roma a Firenze in treno ___ circa un'ora e mezza.","To go from Rome to Florence by train, it takes about an hour and a half.","","","ci metto","ci vuole","ci vogliono","ci mettiamo","B","A2","Volerci vs. Metterci","'Volerci' is used to talk about the time needed in an impersonal way. Since 'un'ora e mezza' is a singular amount of time, the singular form 'ci vuole' is correct.","https://www.lawlessitalian.com/grammar/verbs/ci-metterci-volerci/"
"Non capisco, cosa stai dicendo?","Non capisco, cosa stai ___?","I don't understand, what are you saying?","","","dire","detto","dici","dicendo","D","A2","Stare + Gerundio","The present progressive is formed with 'stare + gerundio'. The gerund of the irregular verb 'dire' (to say) is 'dicendo'.","https://www.lawlessitalian.com/grammar/verbs/present-progressive/"
"Al posto tuo, parlerei con l'insegnante.","Al posto tuo, ___ con l'insegnante.","If I were you, I would speak with the teacher.","","","parlo","parlerò","ho parlato","parlerei","D","A2","Condizionale Presente","The present conditional ('condizionale presente') is used to give advice or express a hypothetical situation. 'Al posto tuo' (If I were you) introduces this type of sentence.","https://www.lawlessitalian.com/grammar/verbs/conditional-mood/"
"Scusi, signore, non entri senza permesso.","Scusi, signore, non ___ senza permesso.","Excuse me, sir, do not enter without permission.","formal","","entrare","entri","entra","entrate","B","A2","Imperativo Formale","The negative formal imperative (Lei form) is constructed with 'non' + the third-person singular of the present subjunctive. For '-are' verbs like 'entrare', this is 'entri'.","https://www.lawlessitalian.com/grammar/imperative-mood/formal-imperative/"
"Io di solito ci metto venti minuti per prepararmi la mattina.","Io di solito ___ metto venti minuti per prepararmi la mattina.","It usually takes me twenty minutes to get ready in the morning.","","","mi","lo","ci","ne","C","A2","Volerci vs. Metterci","'Metterci' is a pronominal verb used to express the time a specific person takes to do something. The 'ci' is an invariable part of the verb.","https://www.lawlessitalian.com/grammar/verbs/ci-metterci-volerci/"
"Esco a comprare il pane.","Esco ___ comprare il pane.","I'm going out to buy bread.","","","di","per","a","con","C","A2","Preposizioni Semplici","In Italian, verbs of motion like 'andare', 'venire', and 'uscire' are often followed by the preposition 'a' and an infinitive to express the purpose of the movement.","https://www.lawlessitalian.com/grammar/prepositions/preposition-a/"
"Quando ero giovane, leggevo sempre prima di dormire.","Quando ero giovane, ___ sempre prima di dormire.","When I was young, I always read before sleeping.","habitual past action","","ho letto","leggevo","leggo","leggerò","B","A2","Imperfetto vs. Passato Prossimo","The imperfect describes habitual actions in the past. 'Sempre' (always) indicates repetition and routine behavior.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
"Scusa, potresti ripetere quello che hai detto?","Scusa, ___ ripetere quello che hai detto?","Sorry, could you repeat what you said?","","","puoi","potevi","potresti","potrai","C","A2","Condizionale Presente","The conditional 'potresti' (could you) makes polite requests, more courteous than 'puoi' (can you).","https://www.lawlessitalian.com/grammar/conditional"
"Dovresti studiare di più per migliorare i tuoi voti.","___ studiare di più per migliorare i tuoi voti.","You should study more to improve your grades.","","","Devi","Dovevi","Dovresti","Dovrai","C","A2","Condizionale Presente","The conditional 'dovresti' (you should) gives gentle advice or suggestions, less forceful than 'devi' (you must).","https://www.lawlessitalian.com/grammar/conditional"
"Ho visto Maria e le ho dato il tuo messaggio.","Ho visto Maria e ___ ho dato il tuo messaggio.","I saw Maria and I gave her your message.","","","gli","le","li","la","B","A2","Pronomi Combinati","'Le' is the indirect object pronoun meaning 'to her'. Used here to refer to giving something to Maria.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Puoi prestarmi la penna? Te la restituisco subito.","Puoi prestarmi la penna? ___ restituisco subito.","Can you lend me the pen? I'll give it back to you right away.","","","Ti la","Te la","Te lo","Ti lo","B","A2","Pronomi Combinati","'Te la' combines 'ti' (to you) + 'la' (it, feminine). The indirect pronoun 'ti' becomes 'te' before direct pronouns.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Gli studenti della mia classe sono molto preparati.","Gli studenti della mia classe ___ molto preparati.","The students in my class are very well-prepared.","","","è","sono","hanno","fanno","B","A2","Verbo Essere e Presente Indicativo","The verb 'essere' agrees with the subject. 'Gli studenti' (the students) requires third person plural 'sono'.","https://www.lawlessitalian.com/grammar/essere"
"Mia madre sta preparando una cena speciale per stasera.","Mia madre ___ preparando una cena speciale per stasera.","My mother is preparing a special dinner for tonight.","","","è","ha","sta","va","C","A2","Stare + Gerundio","The present progressive uses 'stare' + gerund. Third person singular of 'stare' is 'sta'.","https://www.lawlessitalian.com/grammar/present-progressive"
"Abito in una piccola casa tra il parco e la scuola.","Abito in una piccola casa ___ il parco e la scuola.","I live in a small house between the park and the school.","","","su","con","per","tra","D","A2","Preposizioni Semplici","The preposition 'tra' means 'between' and indicates position in the middle of two things or places.","https://www.lawlessitalian.com/grammar/prepositions"
"Tutti gli studenti devono consegnare i compiti domani.","___ gli studenti devono consegnare i compiti domani.","All students must hand in their homework tomorrow.","","","Qualche","Alcuni","Tutti","Nessuno","C","A2","Aggettivi e Pronomi Indefiniti","'Tutti' means 'all' and expresses totality. It agrees with masculine plural 'gli studenti'.","https://www.lawlessitalian.com/grammar/indefinite-adjectives"
"I miei genitori sono molto orgogliosi di me.","I miei genitori ___ molto orgogliosi di me.","My parents are very proud of me.","","","è","sono","siamo","siete","B","A2","Verbo Essere e Presente Indicativo","The third person plural form of 'essere' is 'sono', used with plural subjects like 'i miei genitori'.","https://www.lawlessitalian.com/grammar/essere-to-be"
"Tu hai sempre fretta al mattino.","Tu ___ sempre fretta al mattino.","You are always in a hurry in the morning.","","","ho","hai","ha","hanno","B","A2","Verbo Essere e Presente Indicativo","The verb 'avere' in second person singular is 'hai'. 'Avere fretta' means 'to be in a hurry'.","https://www.lawlessitalian.com/grammar/avere-to-have"
"In Italia si parla italiano.","In Italia ___ parla italiano.","In Italy one speaks Italian.","","","ci","si","vi","ti","B","A2","Si Impersonale","The impersonal 'si' is used to express general statements about what people do in general.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Si studiano le lingue straniere all'università.","___ studiano le lingue straniere all'università.","Foreign languages are studied at the university.","","","Si","Ci","Li","Ne","A","A2","Si Impersonale","With plural direct objects, the impersonal 'si' takes the plural verb form to agree with the noun.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Per imparare bene l'italiano ci vuole molto tempo.","Per imparare bene l'italiano ___ vuole molto tempo.","It takes a lot of time to learn Italian well.","","","mi","ti","ci","si","C","A2","Volerci vs. Metterci","Volerci is impersonal and expresses the time or resources needed for something. It uses 'ci vuole' with singular subjects.","https://www.lawlessitalian.com/grammar/volerci-metterci"
"Lui ci mette un'ora per arrivare al lavoro.","Lui ___ mette un'ora per arrivare al lavoro.","It takes him an hour to get to work.","","","mi","ci","ti","si","B","A2","Volerci vs. Metterci","Metterci is personal and expresses the time someone takes to do something. With 'lui' we use 'ci mette'.","https://www.lawlessitalian.com/grammar/volerci-metterci"
"Ho perso le chiavi, me le puoi prestare?","Ho perso le chiavi, ___ le puoi prestare?","I lost my keys, can you lend them to me?","","","me","te","se","ce","A","A2","Pronomi Combinati","The combined pronoun 'me le' combines the indirect pronoun 'mi' (to me) with the direct pronoun 'le' (them, feminine plural).","https://www.lawlessitalian.com/grammar/combined-pronouns"
"I documenti sono pronti, glieli consegno subito.","I documenti sono pronti, ___ consegno subito.","The documents are ready, I'll deliver them to him right away.","","","glielo","gliele","glieli","gliene","C","A2","Pronomi Combinati","The combined pronoun 'glieli' combines 'gli' (to him/her/them) with 'li' (them, masculine plural), referring to 'i documenti'.","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Quella borsa è bella, te la compro per il compleanno.","Quella borsa è bella, ___ la compro per il compleanno.","That bag is beautiful, I'll buy it for you for your birthday.","","","me","te","se","ce","B","A2","Pronomi Combinati","The combined pronoun 'te la' combines the indirect pronoun 'ti' (to you) with the direct pronoun 'la' (it, feminine).","https://www.lawlessitalian.com/grammar/combined-pronouns"
"Write: We usually go to the movies on Sundays.","Write: We usually go to the movies on Sundays.","We usually go to the movies on Sundays.","","Di solito la domenica andiamo al cinema; Andiamo di solito al cinema la domenica","Di solito andiamo al cinema la domenica.","Normalmente andiamo in cinema il domenica.","Di solito andiamo a cinema nelle domeniche.","Sempre andiamo al cinema di domenica.","A","A2","Imperativo Formale","The correct translation uses 'di solito' (usually), 'andiamo' (we go), 'al cinema' (to the movies), and 'la domenica' (on Sundays, referring to the habitual action).","https://www.lawlessitalian.com/grammar/definite-articles"
